,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
457,0,0,0,0,10,12,12,0,0,0
458,0,0,0,0,4,12,12,8,0,0
459,0,0,0,0,4,12,12,8,0,0
460,0,0,0,0,4,12,12,8,0,0
461,0,0,0,0,4,12,12,8,0,0
462,0,0,0,0,4,12,12,8,0,0
463,0,0,0,0,4,12,12,8,0,0
464,0,0,0,0,4,12,12,8,0,0
465,0,0,0,0,4,12,12,8,0,0
466,0,0,0,0,4,12,12,8,0,0
467,0,0,0,0,4,12,12,8,0,0
468,0,0,0,0,4,12,12,8,0,0
469,0,0,0,0,4,12,12,8,0,0
470,0,0,0,0,4,12,12,8,0,0
471,0,0,0,0,4,12,12,8,0,0
472,0,0,0,0,4,12,12,8,0,0
473,12,12,12,12,12,2,0,0,0,0
474,12,12,12,12,12,2,0,0,0,0
475,12,12,12,12,12,2,0,0,0,0
476,12,12,12,12,12,2,0,0,0,0
477,12,12,12,12,12,2,0,0,0,0
478,4,12,12,12,12,11,0,0,0,0
479,4,12,12,12,12,11,0,0,0,0
480,4,12,12,12,12,11,0,0,0,0
481,4,12,12,12,12,11,0,0,0,0
482,4,12,12,12,12,11,0,0,0,0
483,4,12,12,12,12,11,0,0,0,0
484,12,12,12,12,12,2,0,0,0,0
485,4,12,12,12,12,11,0,0,0,0
486,4,12,12,12,12,11,0,0,0,0
487,4,12,12,12,12,11,0,0,0,0
488,4,12,12,12,12,11,0,0,0,0
489,4,12,12,12,12,11,0,0,0,0
490,4,12,12,12,12,11,0,0,0,0
491,4,12,12,12,12,11,0,0,0,0
492,4,12,12,12,12,11,0,0,0,0
493,4,12,12,12,12,11,0,0,0,0
494,4,12,12,12,12,11,0,0,0,0
495,12,12,12,12,12,2,0,0,0,0
496,4,12,12,12,12,11,0,0,0,0
497,12,12,12,12,12,2,0,0,0,0
498,12,12,12,12,12,2,0,0,0,0
499,12,12,12,12,12,2,0,0,0,0
500,12,12,12,12,12,2,0,0,0,0
501,12,12,12,12,12,2,0,0,0,0
502,12,12,12,12,12,2,0,0,0,0
503,8,12,12,12,12,12,0,0,0,0
504,11,12,12,12,12,12,0,0,0,0
505,11,12,12,12,9,0,0,0,0,0
506,11,12,12,12,12,12,0,0,0,0
507,11,12,12,12,12,12,1,0,0,0
508,11,12,12,12,12,12,0,0,0,0
509,11,12,12,12,12,12,1,0,0,0
510,9,12,12,12,12,12,1,0,0,0
511,9,12,12,12,12,12,1,0,0,0
512,9,12,12,12,12,12,1,0,0,0
513,8,12,12,12,12,12,1,0,0,0
514,9,12,12,12,12,12,1,0,0,0
515,9,12,12,12,12,12,1,0,0,0
516,10,12,12,12,12,12,0,0,0,0
517,10,12,12,12,12,12,0,0,0,0
518,10,12,12,12,12,12,0,0,0,0
519,10,12,12,12,12,12,0,0,0,0
520,10,12,12,12,12,12,0,0,0,0
521,8,12,12,12,12,12,1,0,0,0
522,8,12,12,12,12,12,1,0,0,0
523,8,12,12,12,12,12,1,0,0,0
524,8,12,12,12,12,11,0,0,0,0
525,8,12,12,12,12,12,1,0,0,0
526,2,12,12,12,12,4,0,0,0,0
527,2,12,12,12,12,4,0,0,0,0
528,1,12,12,12,12,4,0,0,0,0
529,1,12,12,12,12,4,0,0,0,0
530,3,12,12,12,12,4,0,0,0,0
531,3,12,12,12,12,4,0,0,0,0
532,12,12,12,12,12,8,0,0,0,0
533,5,12,12,12,12,5,0,0,0,0
534,2,12,12,12,12,4,0,0,0,0
535,2,12,12,12,12,4,0,0,0,0
536,3,12,12,12,12,7,0,0,0,0
537,3,12,12,12,12,7,0,0,0,0
538,1,12,12,12,12,7,0,0,0,0
539,0,12,12,12,12,7,0,0,0,0
540,5,12,12,12,12,5,0,0,0,0
541,5,12,12,12,12,5,0,0,0,0
542,4,12,12,12,12,5,0,0,0,0
543,4,12,12,12,12,5,0,0,0,0
544,4,12,12,12,12,5,0,0,0,0
545,4,12,12,12,12,5,0,0,0,0
546,3,12,12,12,12,5,0,0,0,0
547,3,12,12,12,12,5,0,0,0,0
548,5,12,12,12,12,5,0,0,0,0
549,5,12,12,12,12,5,0,0,0,0
550,4,12,12,12,12,5,0,0,0,0
551,1,12,12,12,12,5,0,0,0,0
552,1,12,12,12,12,5,0,0,0,0
553,6,12,12,12,12,6,0,0,0,0
554,6,12,12,12,12,6,0,0,0,0
555,5,12,12,12,12,6,0,0,0,0
556,5,12,12,12,12,6,0,0,0,0
557,6,12,12,12,12,5,0,0,0,0
558,6,12,12,12,12,6,0,0,0,0
559,6,12,12,12,12,6,0,0,0,0
560,8,12,12,12,12,6,0,0,0,0
561,8,12,12,12,12,6,0,0,0,0
562,7,12,12,12,12,6,0,0,0,0
563,7,12,12,12,12,6,0,0,0,0
564,6,12,12,12,12,9,0,0,0,0
565,6,12,12,12,12,9,0,0,0,0
566,6,12,12,12,12,9,0,0,0,0
567,6,12,12,12,12,9,0,0,0,0
568,12,12,12,12,12,9,0,0,0,0
569,11,12,12,12,12,9,0,0,0,0
570,11,12,12,12,12,9,0,0,0,0
571,11,12,12,12,12,9,0,0,0,0
572,10,12,12,12,12,9,0,0,0,0
573,9,12,12,12,12,9,0,0,0,0
574,9,12,12,12,12,8,0,0,0,0
575,11,12,12,1,0,0,0,0,0,0
576,10,12,12,12,12,8,0,0,0,0
577,10,12,12,12,12,8,0,0,0,0
578,9,12,12,12,12,8,0,0,0,0
579,8,12,12,12,12,7,0,0,0,0
580,8,12,12,12,12,8,0,0,0,0
581,7,12,12,12,12,8,0,0,0,0
582,7,12,12,12,12,7,0,0,0,0
583,10,12,12,12,12,7,0,0,0,0
584,10,12,12,12,12,8,0,0,0,0
585,10,12,12,12,12,7,0,0,0,0
586,9,12,12,12,12,7,0,0,0,0
587,0,6,12,4,0,0,0,0,0,0
588,0,6,9,0,0,0,0,0,0,0
589,0,6,12,4,0,0,0,0,0,0
590,0,6,12,4,0,0,0,0,0,0
591,12,2,0,0,0,0,0,0,0,0
592,12,2,0,0,0,0,0,0,0,0
593,12,12,12,12,12,12,12,12,12,2
594,12,2,0,0,0,0,0,0,0,0
595,0,0,0,0,5,12,12,12,7,0
596,0,0,6,12,8,0,0,0,0,0
597,0,0,0,0,2,12,12,12,12,12
598,0,0,0,0,2,12,12,12,12,11
599,4,12,12,8,0,0,0,0,0,0
600,4,12,12,8,0,0,0,0,0,0
601,4,12,12,8,0,0,0,0,0,0
602,4,12,12,8,0,0,0,0,0,0
603,0,0,0,0,2,12,12,12,12,11
604,3,12,12,8,0,0,0,0,0,0
605,3,12,12,8,0,0,0,0,0,0
606,0,0,0,0,2,12,12,12,12,11
607,2,12,12,9,0,0,0,0,0,0
608,0,0,0,0,2,12,12,12,12,12
609,0,12,12,9,0,0,0,0,0,0
610,0,12,12,9,0,0,0,0,0,0
611,1,11,12,9,0,0,0,0,0,0
612,0,11,0,0,0,0,0,0,0,0
613,0,11,12,9,0,0,0,0,0,0
614,0,9,12,11,0,0,0,0,0,0
615,0,9,12,11,0,0,0,0,0,0
616,0,1,0,0,0,0,0,0,0,0
617,0,9,12,12,0,0,0,0,0,0
618,0,9,12,11,0,0,0,0,0,0
619,0,0,6,12,7,0,0,0,0,0
620,0,0,6,12,7,0,0,0,0,0
621,0,0,6,12,8,0,0,0,0,0
622,0,0,5,12,8,0,0,0,0,0
623,0,0,5,12,8,0,0,0,0,0
624,0,0,5,12,8,0,0,0,0,0
625,0,0,0,0,4,12,12,12,4,0
626,0,0,0,0,2,12,12,12,12,11
627,11,12,12,3,0,0,0,0,0,0
628,11,12,12,3,0,0,0,0,0,0
629,10,12,12,3,0,0,0,0,0,0
630,4,12,12,8,0,0,0,0,0,0
631,9,12,12,4,0,0,0,0,0,0
632,0,10,12,12,2,0,0,0,0,0
633,0,0,0,0,8,12,12,12,9,0
634,0,5,12,12,2,0,0,0,0,0
635,0,0,0,0,8,12,12,12,8,0
636,0,7,12,12,3,0,0,0,0,0
637,0,0,0,0,6,12,12,12,8,0
638,0,6,12,12,3,0,0,0,0,0
639,0,0,0,0,8,12,12,12,8,0
640,0,8,12,12,3,0,0,0,0,0
641,0,0,0,0,6,12,12,12,12,0
642,0,7,12,12,4,0,0,0,0,0
643,0,0,0,0,6,12,12,12,12,0
644,0,2,12,12,1,0,0,0,0,0
645,0,0,0,0,6,12,12,12,9,0
646,0,2,12,12,12,12,12,12,6,0
647,0,0,0,0,6,12,12,12,9,0
648,0,10,12,12,8,0,0,0,0,0
649,0,0,0,0,6,12,12,12,10,0
650,0,4,12,12,1,0,0,0,0,0
651,0,0,0,0,7,12,12,12,11,0
652,0,4,12,12,1,0,0,0,0,0
653,0,0,0,0,7,12,12,12,11,0
654,0,3,12,12,9,0,0,0,0,0
655,0,0,0,0,7,12,12,12,11,0
656,0,3,12,12,9,0,0,0,0,0
657,0,0,0,0,3,12,12,12,12,1
658,0,2,12,12,1,0,0,0,0,0
659,0,0,0,0,5,12,12,12,7,0
660,0,4,12,12,9,0,0,0,0,0
661,0,8,12,12,3,0,0,0,0,0
662,0,0,0,0,7,12,12,12,10,0
663,0,7,12,12,3,0,0,0,0,0
664,0,0,0,0,7,12,12,12,10,0
665,0,6,12,12,3,0,0,0,0,0
666,0,0,0,0,8,12,12,12,8,0
667,0,6,12,12,3,0,0,0,0,0
668,0,0,0,0,4,12,12,12,12,1
669,0,6,12,12,3,0,0,0,0,0
670,6,12,12,6,0,0,0,0,0,0
671,0,11,12,9,0,0,0,0,0,0
672,4,12,12,8,0,0,0,0,0,0
673,4,12,12,8,0,0,0,0,0,0
674,4,12,12,8,0,0,0,0,0,0
675,3,12,12,8,0,0,0,0,0,0
676,0,5,12,12,8,0,0,0,0,0
677,0,5,12,12,8,0,0,0,0,0
678,0,0,0,0,5,12,12,12,7,0
679,12,12,8,0,0,0,0,0,0,0
680,8,12,12,1,0,0,0,0,0,0
681,9,12,10,0,0,0,0,0,0,0
682,5,12,12,3,0,0,0,0,0,0
683,4,12,12,3,0,0,0,0,0,0
684,2,12,12,5,0,0,0,0,0,0
685,4,12,12,4,0,0,0,0,0,0
686,3,12,12,4,0,0,0,0,0,0
687,1,12,12,6,0,0,0,0,0,0
688,1,12,12,6,0,0,0,0,0,0
689,12,12,7,0,0,0,0,0,0,0
690,0,12,12,8,0,0,0,0,0,0
691,0,12,12,8,0,0,0,0,0,0
692,0,11,12,9,0,0,0,0,0,0
693,0,10,12,10,0,0,0,0,0,0
694,0,10,12,9,0,0,0,0,0,0
695,0,10,12,9,0,0,0,0,0,0
696,10,12,10,0,0,0,0,0,0,0
697,11,12,8,0,0,0,0,0,0,0
698,11,12,8,0,0,0,0,0,0,0
699,11,12,12,1,0,0,0,0,0,0
700,9,12,10,0,0,0,0,0,0,0
701,6,12,12,0,0,0,0,0,0,0
702,8,12,12,1,0,0,0,0,0,0
703,6,12,12,2,0,0,0,0,0,0
704,0,0,0,0,6,12,12,4,0,0
705,0,0,0,0,6,12,12,12,12,7
706,0,0,0,0,6,12,11,0,0,0
707,0,0,0,0,6,12,12,9,0,0
708,0,0,0,0,6,12,12,0,0,0
709,0,0,0,0,6,12,12,1,0,0
710,0,0,0,0,3,0,0,0,0,0
711,0,0,0,0,6,12,12,7,0,0
712,0,0,0,0,6,12,3,0,0,0
713,0,0,0,0,6,12,9,0,0,0
714,0,0,0,0,6,12,12,12,12,10
715,0,0,0,0,6,12,12,9,0,0
716,0,0,0,0,6,12,11,0,0,0
717,0,0,0,0,1,0,0,0,0,0
718,0,0,0,0,6,12,11,0,0,0
719,0,0,0,0,6,12,11,0,0,0
720,0,0,0,0,1,0,0,0,0,0
721,0,0,0,0,6,12,12,4,0,0
722,0,0,0,0,6,12,12,0,0,0
723,0,0,0,0,6,12,9,0,0,0
724,0,0,0,0,6,12,12,5,0,0
725,0,0,0,0,6,12,12,1,0,0
726,0,0,0,0,6,12,11,0,0,0
727,0,0,0,0,6,0,0,0,0,0
728,0,0,0,0,6,12,12,12,2,0
729,0,0,0,0,6,12,12,2,0,0
730,0,0,0,0,6,12,12,3,0,0
731,0,0,0,0,6,12,12,12,0,0
732,0,0,0,0,6,12,12,1,0,0
733,0,0,0,0,6,12,11,0,0,0
734,0,0,0,0,6,12,12,5,0,0
735,0,0,0,0,6,12,12,0,0,0
736,0,0,0,0,6,12,12,6,0,0
737,0,0,0,0,6,12,12,5,0,0
738,0,0,0,0,6,12,3,0,0,0
739,0,0,0,0,6,7,0,0,0,0
740,0,0,0,0,7,12,12,10,0,0
741,10,12,12,12,3,0,0,0,0,0
742,10,12,12,12,3,0,0,0,0,0
743,10,12,12,12,3,0,0,0,0,0
744,10,12,12,12,3,0,0,0,0,0
745,10,12,12,12,3,0,0,0,0,0
746,10,12,12,12,3,0,0,0,0,0
747,10,12,12,12,3,0,0,0,0,0
748,10,12,12,12,3,0,0,0,0,0
749,10,12,12,12,5,0,0,0,0,0
750,10,12,12,12,4,0,0,0,0,0
751,10,12,12,12,4,0,0,0,0,0
752,10,12,12,12,5,0,0,0,0,0
753,10,12,12,12,4,0,0,0,0,0
754,10,12,12,12,4,0,0,0,0,0
755,10,12,12,12,5,0,0,0,0,0
756,10,12,12,12,4,0,0,0,0,0
757,11,12,12,12,3,0,0,0,0,0
758,11,12,12,12,3,0,0,0,0,0
759,11,12,12,12,3,0,0,0,0,0
760,11,12,12,12,3,0,0,0,0,0
761,11,12,12,12,3,0,0,0,0,0
762,11,12,12,12,3,0,0,0,0,0
763,11,12,12,12,3,0,0,0,0,0
764,11,12,12,12,3,0,0,0,0,0
765,11,12,12,12,3,0,0,0,0,0
766,11,12,12,12,3,0,0,0,0,0
767,11,12,12,12,3,0,0,0,0,0
768,11,12,12,12,3,0,0,0,0,0
769,11,12,12,12,3,0,0,0,0,0
770,11,12,12,12,3,0,0,0,0,0
771,11,12,12,12,3,0,0,0,0,0
772,11,12,12,12,3,0,0,0,0,0
773,11,12,12,12,3,0,0,0,0,0
774,12,12,12,10,0,0,0,0,0,0
775,12,12,12,10,0,0,0,0,0,0
776,12,12,12,10,0,0,0,0,0,0
777,12,12,12,10,0,0,0,0,0,0
778,12,12,12,10,0,0,0,0,0,0
779,12,12,12,10,0,0,0,0,0,0
780,12,12,12,10,0,0,0,0,0,0
781,0,0,0,0,11,12,9,0,0,0
782,12,12,12,10,0,0,0,0,0,0
783,12,12,12,10,0,0,0,0,0,0
784,12,12,12,10,0,0,0,0,0,0
785,12,12,12,10,0,0,0,0,0,0
786,12,12,12,10,0,0,0,0,0,0
787,12,12,12,10,0,0,0,0,0,0
788,12,12,12,10,0,0,0,0,0,0
789,12,12,12,10,0,0,0,0,0,0
790,12,12,12,10,0,0,0,0,0,0
791,12,12,12,10,0,0,0,0,0,0
792,12,12,12,10,0,0,0,0,0,0
793,12,12,12,10,0,0,0,0,0,0
794,12,12,12,12,12,12,8,0,0,0
795,12,12,12,10,0,0,0,0,0,0
796,12,12,12,10,0,0,0,0,0,0
797,12,12,12,10,0,0,0,0,0,0
798,12,12,12,1,0,0,0,0,0,0
799,12,12,12,10,0,0,0,0,0,0
800,12,12,12,10,0,0,0,0,0,0
801,12,12,12,10,0,0,0,0,0,0
802,12,12,12,10,0,0,0,0,0,0
803,12,12,12,10,0,0,0,0,0,0
804,12,12,12,10,0,0,0,0,0,0
805,12,12,12,10,0,0,0,0,0,0
806,12,12,12,10,0,0,0,0,0,0
807,12,12,12,10,0,0,0,0,0,0
808,12,12,12,10,0,0,0,0,0,0
809,12,12,12,10,0,0,0,0,0,0
810,12,12,12,10,0,0,0,0,0,0
811,0,0,0,0,0,0,11,12,12,12
812,0,0,0,0,0,0,11,12,12,12
813,0,0,0,0,0,0,4,12,12,12
814,0,0,0,0,0,0,0,0,10,12
815,0,0,4,12,12,12,2,0,0,0
816,0,0,0,0,0,0,8,0,0,0
817,0,0,0,0,0,0,11,12,12,12
818,0,0,0,0,0,0,11,12,12,12
819,0,0,0,0,0,0,11,12,12,12
820,0,0,0,0,0,0,11,12,12,12
821,0,0,0,0,0,0,11,12,12,12
822,8,12,12,12,12,12,7,0,0,0
823,0,0,0,0,0,0,11,12,12,12
824,8,12,12,12,12,12,7,0,0,0
825,10,12,11,0,0,0,0,0,0,0
826,8,12,12,12,12,12,12,3,0,0
827,12,12,12,12,11,0,0,0,0,0
828,8,12,12,12,2,0,0,0,0,0
829,8,12,12,12,7,0,0,0,0,0
830,8,12,12,12,12,4,0,0,0,0
831,8,12,12,12,12,12,2,0,0,0
832,0,0,0,0,0,0,3,12,12,12
833,8,12,12,12,12,12,7,0,0,0
834,8,12,12,12,12,12,2,0,0,0
835,8,12,12,12,12,12,7,0,0,0
836,8,12,12,12,12,12,10,0,0,0
837,8,12,12,12,12,12,7,0,0,0
838,8,12,12,12,4,0,0,0,0,0
839,9,12,12,12,12,4,0,0,0,0
840,9,12,12,12,7,0,0,0,0,0
841,9,12,12,7,0,0,0,0,0,0
842,8,0,0,0,0,0,0,0,0,0
843,9,12,12,2,0,0,0,0,0,0
844,9,12,12,12,12,12,5,0,0,0
845,9,12,12,12,12,12,5,0,0,0
846,9,12,12,12,12,2,0,0,0,0
847,9,12,12,12,12,9,0,0,0,0
848,9,12,12,12,12,1,0,0,0,0
849,9,12,12,12,12,12,5,0,0,0
850,9,12,12,12,9,0,0,0,0,0
851,9,12,12,12,12,12,5,0,0,0
852,9,12,12,12,12,12,5,0,0,0
853,10,12,12,12,12,12,3,0,0,0
854,10,12,12,12,4,0,0,0,0,0
855,10,12,12,12,12,1,0,0,0,0
856,10,12,12,7,0,0,0,0,0,0
857,10,12,12,12,12,7,0,0,0,0
858,10,12,12,12,12,12,3,0,0,0
859,10,12,9,0,0,0,0,0,0,0
860,10,12,12,12,12,12,3,0,0,0
861,10,12,12,10,0,0,0,0,0,0
862,10,12,12,12,12,0,0,0,0,0
863,8,0,0,0,0,0,0,0,0,0
864,10,6,0,0,0,0,0,0,0,0
865,10,12,12,10,0,0,0,0,0,0
866,10,12,7,0,0,0,0,0,0,0
867,10,12,12,12,12,12,2,0,0,0
868,11,12,12,12,12,12,1,0,0,0
869,11,12,12,12,12,11,0,0,0,0
870,11,12,12,12,12,11,0,0,0,0
871,11,12,12,12,12,11,0,0,0,0
872,11,12,12,12,12,0,0,0,0,0
873,11,12,12,12,12,11,0,0,0,0
874,11,12,12,12,12,11,0,0,0,0
875,5,0,0,0,0,0,0,0,0,0
876,11,12,12,12,12,11,0,0,0,0
877,12,12,12,12,12,10,0,0,0,0
878,11,12,12,12,12,11,0,0,0,0
879,11,12,12,12,12,11,0,0,0,0
880,11,12,12,12,12,11,0,0,0,0
881,11,12,12,12,12,11,0,0,0,0
882,11,12,12,12,12,11,0,0,0,0
883,11,12,12,12,12,11,0,0,0,0
884,12,12,12,12,12,11,0,0,0,0
885,12,8,0,0,0,0,0,0,0,0
886,12,12,12,12,12,11,0,0,0,0
887,12,12,12,12,12,11,0,0,0,0
888,12,12,12,12,12,11,0,0,0,0
889,12,12,12,12,12,11,0,0,0,0
890,10,12,12,12,12,11,0,0,0,0
891,12,12,12,12,12,11,0,0,0,0
892,12,12,12,12,12,11,0,0,0,0
893,12,12,12,12,12,11,0,0,0,0
894,12,12,12,12,12,11,0,0,0,0
895,12,12,12,12,12,11,0,0,0,0
896,12,12,12,12,12,11,0,0,0,0
897,12,12,12,12,12,12,0,0,0,0
898,12,12,12,12,12,11,0,0,0,0
899,12,12,12,12,12,12,1,0,0,0